N° Police,Nom,Prénom,Sexe,Âge,Catégorie Prof.,Salaire Annuel (€),Ville,Code Postal,Type Contrat,Statut Contrat,Date Souscription,Date Échéance,Ancienneté (mois),Prime Annuelle (€),Franchise (€),Nb Garanties,Type Véhicule,Usage Véhicule,Puissance Fiscale (CV),Valeur Véhicule (€),Coeff. Bonus-Malus,Nb Sinistres (3 ans),Montant Sinistres (€),Dernier Sinistre,Score Risque (0-100),Résiliation
POL-2026-00400,Bertrand,Julien,H,27,Cadre,37200,Paris,75014,Silver,Actif,27/08/2014,27/08/2026,144,773,600,5,Citadine,Privé,4,12400,1.01,1,5113,6-12 mois,52,0
POL-2026-00401,Lambert,Louis,H,59,Employé,28500,Paris,75005,Bronze,Actif,13/01/2015,13/01/2027,139,326,1000,2,Citadine,Trajet travail,4,20000,0.61,0,0,Aucun,4,0
POL-2026-00402,Lambert,Julie,F,58,Retraité,26300,Nantes,44007,Bronze,Suspendu,18/06/2013,18/06/2027,158,608,800,3,Berline,Privé,7,17000,0.96,1,4077,1-2 ans,43,0
POL-2026-00403,Guerin,Camille,F,54,Étudiant,14600,Paris,75012,Silver,Actif,07/02/2015,07/02/2027,138,1374,400,4,Berline,Professionnel,6,21700,1.27,3,1747,1-2 ans,84,0
POL-2026-00404,Laurent,Thomas,H,22,Employé,34600,Lille,59000,Silver,Actif,30/11/2016,30/11/2026,117,1254,600,4,Berline,Privé,7,27300,0.9,0,0,Aucun,47,0
POL-2026-00405,David,Isabelle,F,53,Employé,36700,Nice,6016,Silver,Actif,10/09/2011,10/09/2026,179,689,600,4,Sportive,Privé,15,51700,0.51,0,0,Aucun,0,0
POL-2026-00406,Laurent,Isabelle,F,47,Étudiant,8500,Paris,75005,Silver,Suspendu,26/10/2021,26/10/2026,58,418,500,5,SUV,Privé,7,22900,0.53,0,0,Aucun,8,0
POL-2026-00407,Garcia,Thomas,H,21,Ouvrier,17100,Paris,75001,Bronze,Actif,07/06/2020,07/06/2027,74,1497,800,2,Sportive,Privé,16,33900,1.08,1,957,6-12 mois,67,0
POL-2026-00408,Durand,Amina,F,42,Employé,33100,Bordeaux,33006,Bronze,Actif,23/01/2013,23/01/2027,163,386,800,2,Citadine,Privé,5,17000,0.83,0,0,Aucun,19,0
POL-2026-00409,Bernard,Jean,H,47,Employé,22200,Paris,75016,Gold,Résilié,01/01/2022,01/01/2027,56,1823,200,7,SUV,Trajet travail,9,45500,1.02,0,0,Aucun,40,1
POL-2026-00410,Kouassi,Camille,F,49,Ouvrier,23800,Toulouse,31005,Gold,Actif,16/02/2022,16/02/2027,54,1031,200,6,Berline,Privé,8,37300,0.7,0,0,Aucun,14,0
POL-2026-00411,Thomas,Sophie,F,44,Indépendant,37800,Bordeaux,33010,Bronze,Résilié,30/04/2024,30/04/2027,28,873,600,3,Berline,Privé,9,41400,1.02,0,0,Aucun,54,1
POL-2026-00412,Diallo,Léa,F,46,Ouvrier,33100,Toulouse,31016,Silver,Suspendu,24/06/2022,24/06/2027,50,836,600,4,Sportive,Privé,10,47200,0.8,1,5943,< 6 mois,58,1
POL-2026-00413,Martin,Julien,H,61,Sans emploi,7200,Lyon,69000,Bronze,Actif,11/09/2017,11/09/2026,107,362,600,2,SUV,Privé,7,26900,0.62,0,0,Aucun,17,0
POL-2026-00414,Roussel,Céline,F,58,Cadre,28800,Bordeaux,33015,Bronze,Actif,17/05/2013,17/05/2027,159,590,800,2,Utilitaire,Professionnel,6,28900,0.7,1,2107,1-2 ans,22,0
POL-2026-00415,David,Laurent,H,18,Cadre,52100,Toulouse,31005,Gold,Actif,13/07/2024,13/07/2027,25,2222,300,6,SUV,Professionnel,10,38500,0.66,1,2293,6-12 mois,44,0
POL-2026-00416,Dupont,Yann,H,38,Cadre,43500,Paris,75013,Bronze,Actif,07/06/2016,07/06/2027,122,633,600,2,Citadine,Privé,6,8500,1.29,0,0,Aucun,68,0
POL-2026-00417,Michel,Olivier,H,40,Cadre,52500,Toulouse,31003,Silver,Actif,16/02/2015,16/02/2027,138,876,600,5,SUV,Trajet travail,11,20900,0.83,0,0,Aucun,16,0
POL-2026-00418,Mercier,Laura,F,19,Employé,24500,Nantes,44002,Silver,Résilié,17/03/2013,17/03/2027,161,1451,400,4,Berline,Trajet travail,8,26100,1.06,4,2375,2-3 ans,76,1
POL-2026-00419,Girard,Louis,H,43,Employé,26700,Bordeaux,33015,Bronze,Actif,31/05/2015,31/05/2027,135,527,1000,2,Utilitaire,Professionnel,6,16900,0.72,1,836,< 6 mois,28,0
POL-2026-00420,Lambert,Sarah,F,58,Cadre,65700,Marseille,13016,Bronze,Actif,23/04/2024,23/04/2027,28,466,1000,2,SUV,Privé,9,29700,0.56,0,0,Aucun,11,0
POL-2026-00421,Vincent,Élodie,F,28,Indépendant,22900,Lyon,69019,Bronze,Actif,11/04/2019,11/04/2027,88,443,1000,3,Citadine,Privé,4,17500,0.84,1,1094,1-2 ans,21,0
POL-2026-00422,Lambert,Ibrahim,H,46,Employé,25700,Paris,75013,Platine,Actif,31/05/2012,31/05/2027,171,1451,0,10,Citadine,Trajet travail,5,15700,1.07,1,741,1-2 ans,45,0
POL-2026-00423,Perrin,Laurent,H,30,Cadre,57200,Paris,75009,Silver,Actif,22/01/2013,22/01/2027,163,834,600,5,Citadine,Professionnel,5,19100,0.77,1,3368,< 6 mois,36,0
POL-2026-00424,Morel,Karim,H,33,Ouvrier,19900,Paris,75003,Silver,Actif,28/06/2017,28/06/2027,110,497,500,5,Berline,Trajet travail,6,11200,0.68,0,0,Aucun,13,0
POL-2026-00425,Roux,Camille,F,61,Ouvrier,18000,Nice,6005,Bronze,Actif,08/03/2012,08/03/2027,173,488,800,2,Citadine,Trajet travail,6,13100,0.81,1,936,1-2 ans,40,0
POL-2026-00426,Petit,Fatou,F,35,Retraité,24700,Paris,75012,Silver,Actif,17/08/2016,17/08/2026,120,1111,600,5,SUV,Privé,11,38300,0.98,0,0,Aucun,26,0
POL-2026-00427,Roux,Karim,H,48,Retraité,28300,Nantes,44006,Bronze,Actif,14/08/2025,14/08/2026,12,754,800,3,Berline,Trajet travail,7,12900,1.18,0,0,Aucun,76,0
POL-2026-00428,Petit,Élodie,F,18,Indépendant,33400,Paris,75009,Silver,Résilié,13/12/2012,13/12/2026,164,1570,400,4,Utilitaire,Professionnel,8,14300,1.0,1,384,< 6 mois,51,1
POL-2026-00429,Leroy,Julien,H,66,Employé,19600,Lyon,69003,Gold,Actif,26/01/2024,26/01/2027,31,817,200,7,Citadine,Privé,4,8900,0.91,0,0,Aucun,18,0
POL-2026-00430,Kouassi,Céline,F,50,Cadre,62700,Marseille,13008,Silver,Actif,30/11/2020,30/11/2026,69,920,500,5,Berline,Trajet travail,9,22200,0.97,1,975,< 6 mois,45,0
POL-2026-00431,Robert,Sarah,F,40,Ouvrier,15200,Lyon,69004,Bronze,Actif,21/01/2023,21/01/2027,43,355,800,3,Citadine,Privé,6,21200,0.6,1,4591,1-2 ans,7,0
POL-2026-00432,Mercier,Isabelle,F,49,Employé,31200,Lille,59002,Bronze,Actif,26/11/2015,26/11/2026,129,429,600,2,Utilitaire,Trajet travail,5,36500,0.61,0,0,Aucun,5,0
POL-2026-00433,Nguyen,Isabelle,F,24,Employé,20300,Nice,6002,Bronze,Actif,20/02/2026,20/02/2027,6,480,600,3,Citadine,Trajet travail,5,9000,0.66,0,0,Aucun,25,0
POL-2026-00434,Kouassi,Léa,F,57,Employé,23200,Nantes,44010,Silver,Suspendu,24/01/2017,24/01/2027,115,379,600,5,Citadine,Trajet travail,4,14400,0.5,0,0,Aucun,0,0
POL-2026-00435,Durand,Thomas,H,38,Cadre,46400,Paris,75007,Gold,Actif,10/09/2013,10/09/2026,155,1290,300,6,Citadine,Professionnel,6,14600,1.03,1,678,2-3 ans,47,0
POL-2026-00436,Durand,Michel,H,39,Cadre,49600,Lille,59001,Bronze,Actif,24/10/2014,24/10/2026,142,602,1000,3,SUV,Privé,7,34400,0.92,1,1148,2-3 ans,43,0
POL-2026-00437,Roux,Antoine,H,36,Employé,23500,Paris,75010,Silver,Actif,28/01/2022,28/01/2027,55,531,400,5,Citadine,Privé,4,13800,0.88,0,0,Aucun,28,0
POL-2026-00438,Bonnet,Karim,H,34,Retraité,24200,Nice,6003,Silver,Actif,06/03/2013,06/03/2027,161,387,400,4,Berline,Privé,7,24500,0.5,0,0,Aucun,4,0
POL-2026-00439,Fotso,Émilie,F,51,Étudiant,8600,Toulouse,31000,Bronze,Suspendu,31/03/2021,31/03/2027,65,1199,600,2,SUV,Privé,7,54200,1.27,1,1663,6-12 mois,69,1
POL-2026-00440,Moreau,Inès,F,45,Employé,34700,Lyon,69002,Bronze,Actif,26/06/2016,26/06/2027,122,494,800,2,SUV,Privé,8,44100,0.64,0,0,Aucun,1,0
POL-2026-00441,Durand,Céline,F,50,Étudiant,10000,Paris,75008,Bronze,Actif,23/01/2019,23/01/2027,91,648,1000,3,Citadine,Privé,5,8300,1.27,1,1101,2-3 ans,56,0
POL-2026-00442,Lefebvre,Éric,H,42,Employé,24000,Paris,75019,Silver,Actif,31/07/2025,31/07/2027,13,393,500,5,Citadine,Privé,5,15900,0.52,1,1393,2-3 ans,9,0
POL-2026-00443,Mbarga,Élodie,F,49,Étudiant,7700,Paris,75004,Silver,Actif,07/07/2026,07/07/2027,1,632,400,4,Berline,Privé,8,30100,0.64,0,0,Aucun,2,0
POL-2026-00444,Bernard,Antoine,H,37,Sans emploi,5000,Nice,6005,Gold,Actif,22/11/2023,22/11/2026,33,479,400,8,Citadine,Privé,4,13400,0.5,0,0,Aucun,0,0
POL-2026-00445,Vincent,Michel,H,71,Employé,34100,Lille,59004,Gold,Actif,11/08/2012,11/08/2026,168,1292,300,8,SUV,Trajet travail,8,44600,0.83,1,830,2-3 ans,35,0
POL-2026-00446,Richard,Marie,F,22,Indépendant,31600,Nice,6007,Gold,Actif,29/05/2012,29/05/2027,171,1001,300,7,Berline,Privé,9,23500,0.67,1,859,2-3 ans,15,0
POL-2026-00447,Durand,Élodie,F,58,Sans emploi,5000,Paris,75014,Platine,Actif,17/06/2020,17/06/2027,74,917,0,10,Berline,Trajet travail,7,23600,0.55,0,0,Aucun,14,0
POL-2026-00448,Traoré,Inès,F,60,Étudiant,8800,Toulouse,31006,Gold,Actif,27/02/2012,27/02/2027,174,590,300,8,Citadine,Professionnel,4,12500,0.5,1,1292,2-3 ans,10,0
POL-2026-00449,Martin,Samuel,H,31,Sans emploi,5300,Lyon,69013,Gold,Résilié,25/11/2025,25/11/2026,9,1194,300,7,Berline,Trajet travail,7,10900,1.05,0,0,Aucun,46,1
POL-2026-00450,David,Nathalie,F,71,Ouvrier,36000,Toulouse,31017,Gold,Actif,19/02/2012,19/02/2027,174,923,400,8,Citadine,Privé,4,11700,0.9,0,0,Aucun,20,0
POL-2026-00451,Kamga,Julien,H,55,Employé,19600,Lyon,69018,Gold,Actif,05/02/2023,05/02/2027,42,1315,200,8,SUV,Privé,8,23700,1.2,0,0,Aucun,64,0
POL-2026-00452,Legrand,Marie,F,55,Retraité,16700,Lyon,69011,Gold,Actif,24/01/2026,24/01/2027,7,586,200,6,Citadine,Trajet travail,6,7900,0.65,1,747,2-3 ans,21,0
POL-2026-00453,Thomas,Sophie,F,42,Ouvrier,30100,Toulouse,31014,Platine,Actif,10/04/2015,10/04/2027,136,2537,150,10,Sportive,Trajet travail,12,74300,0.89,0,0,Aucun,23,0
POL-2026-00454,André,Nicolas,H,39,Ouvrier,31000,Paris,75018,Silver,Actif,29/11/2020,29/11/2026,69,723,500,5,SUV,Privé,10,35800,0.57,0,0,Aucun,6,0
POL-2026-00455,Fotso,Laurent,H,39,Cadre,43200,Marseille,13015,Silver,Actif,25/03/2022,25/03/2027,53,597,400,5,Citadine,Privé,5,11900,0.78,0,0,Aucun,9,0
POL-2026-00456,Fournier,Pierre,H,47,Ouvrier,21500,Bordeaux,33005,Silver,Actif,15/04/2015,15/04/2027,136,502,400,4,Citadine,Trajet travail,5,9800,0.71,0,0,Aucun,1,0
POL-2026-00457,Lambert,Inès,F,60,Employé,34600,Paris,75002,Gold,Actif,19/08/2021,19/08/2026,60,868,300,8,Citadine,Privé,5,13300,0.89,0,0,Aucun,22,0
POL-2026-00458,Lambert,David,H,44,Indépendant,19300,Nice,6002,Silver,Actif,18/05/2015,18/05/2027,135,892,500,4,Citadine,Trajet travail,5,17000,1.06,0,0,Aucun,46,0
POL-2026-00459,Faure,Camille,F,30,Employé,15100,Toulouse,31017,Gold,Résilié,13/09/2023,13/09/2026,35,1049,200,7,Citadine,Privé,4,9000,1.1,0,0,Aucun,50,1
POL-2026-00460,Leroy,Aïcha,F,53,Indépendant,38100,Nantes,44011,Gold,Actif,29/04/2025,29/04/2027,16,694,300,6,Utilitaire,Privé,5,18000,0.62,0,0,Aucun,19,0
POL-2026-00461,Nguyen,Céline,F,54,Retraité,31000,Bordeaux,33005,Platine,Suspendu,12/09/2021,12/09/2026,59,2088,150,9,Berline,Trajet travail,9,29800,1.02,0,0,Aucun,35,0
POL-2026-00462,Ndiaye,Thomas,H,51,Cadre,49900,Lille,59006,Bronze,Actif,07/06/2017,07/06/2027,110,360,1000,3,Citadine,Privé,4,6100,0.8,1,633,< 6 mois,35,0
POL-2026-00463,Petit,Marie,F,52,Cadre,56300,Lille,59005,Gold,Actif,11/03/2023,11/03/2027,41,976,300,8,Berline,Trajet travail,9,21600,0.74,0,0,Aucun,19,0
POL-2026-00464,Perrin,Pierre,H,38,Cadre,64500,Nantes,44016,Gold,Actif,24/06/2024,24/06/2027,26,688,300,8,Citadine,Privé,5,10300,0.7,1,173,1-2 ans,17,0
POL-2026-00465,Perrin,Amina,F,30,Sans emploi,9900,Bordeaux,33012,Platine,Résilié,23/05/2015,23/05/2027,135,2278,100,11,Sportive,Privé,19,42900,0.76,0,0,Aucun,21,1
POL-2026-00466,Muller,Nathalie,F,31,Indépendant,31500,Lyon,69017,Gold,Actif,06/03/2019,06/03/2027,89,1408,200,6,Citadine,Professionnel,5,10100,1.26,1,4321,2-3 ans,75,0
POL-2026-00467,Roux,Chloé,F,21,Cadre,46900,Paris,75006,Silver,Suspendu,08/02/2020,08/02/2027,78,1675,400,5,SUV,Privé,9,31500,0.98,4,10411,2-3 ans,77,1
POL-2026-00468,André,Claire,F,45,Employé,39900,Bordeaux,33009,Silver,Actif,06/01/2023,06/01/2027,43,1383,600,4,SUV,Privé,10,58800,0.87,1,3848,1-2 ans,39,0
POL-2026-00469,Nguyen,Yann,H,41,Employé,18800,Paris,75002,Bronze,Actif,06/04/2026,06/04/2027,4,479,600,3,Citadine,Professionnel,5,10700,0.79,1,4065,2-3 ans,38,0
POL-2026-00470,Durand,Pierre,H,36,Cadre,62700,Paris,75019,Platine,Actif,20/10/2025,20/10/2026,10,1828,150,9,Citadine,Trajet travail,4,13300,1.4,0,0,Aucun,74,0
POL-2026-00471,Perrin,Louis,H,18,Étudiant,6000,Paris,75010,Bronze,Suspendu,28/06/2016,28/06/2027,122,1588,600,3,Berline,Trajet travail,8,44200,1.21,0,0,Aucun,65,1
POL-2026-00472,Traoré,Karim,H,26,Indépendant,36200,Toulouse,31011,Gold,Actif,26/05/2025,26/05/2027,15,815,400,8,Utilitaire,Privé,7,14800,0.74,0,0,Aucun,10,0
POL-2026-00473,Rousseau,Antoine,H,57,Employé,28900,Paris,75008,Gold,Actif,23/11/2022,23/11/2026,45,1006,400,8,Berline,Privé,7,41500,0.73,0,0,Aucun,19,0
POL-2026-00474,Bertrand,Nicolas,H,33,Retraité,16600,Bordeaux,33005,Silver,Actif,09/12/2012,09/12/2026,164,1016,600,5,SUV,Trajet travail,10,30100,0.83,0,0,Aucun,16,0
POL-2026-00475,Bonnet,Ibrahim,H,47,Cadre,42600,Lille,59018,Bronze,Actif,24/06/2021,24/06/2027,62,902,1000,3,SUV,Privé,10,56000,0.86,1,9850,2-3 ans,29,0
POL-2026-00476,Dubois,Thomas,H,24,Retraité,21600,Nantes,44009,Bronze,Actif,21/06/2015,21/06/2027,134,914,600,2,SUV,Privé,7,39000,0.75,2,2000,1-2 ans,43,0
POL-2026-00477,Traoré,David,H,61,Employé,37100,Lyon,69013,Gold,Actif,08/06/2021,08/06/2027,62,1291,300,7,Berline,Trajet travail,9,24500,0.88,0,0,Aucun,36,0
POL-2026-00478,Bertrand,Claire,F,40,Ouvrier,23300,Toulouse,31000,Silver,Actif,27/09/2012,27/09/2026,167,941,500,4,Berline,Privé,6,21500,1.17,2,2363,1-2 ans,69,0
POL-2026-00479,Dubois,Julie,F,46,Étudiant,9400,Toulouse,31005,Bronze,Suspendu,13/04/2014,13/04/2027,148,395,800,2,SUV,Privé,10,24100,0.54,1,3900,< 6 mois,3,0
POL-2026-00480,Nicolas,Antoine,H,72,Employé,36000,Marseille,13016,Gold,Actif,17/07/2019,17/07/2027,85,427,200,7,Citadine,Privé,5,12300,0.5,0,0,Aucun,0,0
POL-2026-00481,Faure,Paul,H,62,Indépendant,34100,Bordeaux,33001,Bronze,Actif,05/05/2016,05/05/2027,123,440,1000,2,Utilitaire,Privé,7,24600,0.67,1,591,2-3 ans,24,0
POL-2026-00482,Legrand,Jean,H,38,Sans emploi,8100,Paris,75002,Gold,Actif,18/06/2020,18/06/2027,74,657,200,7,Citadine,Trajet travail,6,11900,0.76,1,909,6-12 mois,9,0
POL-2026-00483,Dubois,Camille,F,34,Employé,32200,Nice,6016,Bronze,Actif,17/06/2012,17/06/2027,170,930,1000,2,Citadine,Professionnel,6,10700,1.31,0,0,Aucun,75,0
POL-2026-00484,Henry,Michel,H,38,Employé,43800,Paris,75006,Bronze,Actif,09/03/2021,09/03/2027,65,855,1000,3,SUV,Privé,10,27500,1.08,0,0,Aucun,32,0
POL-2026-00485,Garnier,Antoine,H,49,Indépendant,36600,Nantes,44005,Bronze,Actif,02/02/2014,02/02/2027,150,588,600,3,Citadine,Privé,6,17000,1.03,0,0,Aucun,29,0
POL-2026-00486,Nicolas,Louis,H,41,Cadre,47000,Toulouse,31011,Silver,Actif,12/05/2017,12/05/2027,111,629,600,4,Citadine,Trajet travail,6,18400,0.79,1,1144,1-2 ans,25,0
POL-2026-00487,Perrin,Paul,H,37,Employé,32300,Paris,75003,Silver,Suspendu,13/12/2016,13/12/2026,116,604,500,5,Citadine,Privé,6,9500,0.8,1,1397,2-3 ans,47,1
POL-2026-00488,Simon,Jean,H,61,Cadre,66800,Lille,59000,Gold,Actif,08/05/2021,08/05/2027,63,499,200,6,Berline,Trajet travail,7,17400,0.5,1,2090,1-2 ans,20,0
POL-2026-00489,Simon,Nathalie,F,41,Indépendant,33700,Paris,75000,Silver,Actif,02/02/2014,02/02/2027,150,1028,600,4,Utilitaire,Professionnel,5,20600,1.02,0,0,Aucun,51,0
POL-2026-00490,Traoré,Aïcha,F,72,Employé,30000,Lille,59001,Bronze,Actif,11/06/2015,11/06/2027,134,506,600,2,Citadine,Trajet travail,4,20500,0.85,0,0,Aucun,28,0
POL-2026-00491,Lambert,Camille,F,43,Cadre,59000,Toulouse,31003,Bronze,Actif,23/06/2014,23/06/2027,146,545,600,2,Citadine,Privé,5,17900,1.12,0,0,Aucun,33,0
POL-2026-00492,Girard,Sarah,F,65,Retraité,20700,Paris,75013,Bronze,Actif,15/08/2014,15/08/2026,144,575,1000,3,Berline,Professionnel,8,14200,0.72,2,4101,6-12 mois,38,0
POL-2026-00493,Michel,Marie,F,47,Ouvrier,22700,Paris,75005,Platine,Actif,26/03/2024,26/03/2027,29,1592,150,8,Sportive,Privé,10,41000,0.8,0,0,Aucun,20,0
POL-2026-00494,Garnier,Thomas,H,55,Retraité,24100,Lille,59001,Bronze,Actif,18/07/2013,18/07/2027,157,500,600,2,Citadine,Professionnel,4,8700,0.84,0,0,Aucun,23,0
POL-2026-00495,Henry,Laura,F,33,Cadre,61600,Lyon,69000,Platine,Actif,20/01/2014,20/01/2027,151,2899,0,10,Sportive,Trajet travail,19,41000,1.07,0,0,Aucun,45,0
POL-2026-00496,Martin,Antoine,H,31,Sans emploi,5800,Nantes,44009,Bronze,Actif,05/12/2022,05/12/2026,44,450,600,2,Utilitaire,Trajet travail,7,31600,0.56,0,0,Aucun,1,0
POL-2026-00497,Bonnet,Laurent,H,48,Ouvrier,15200,Lille,59016,Bronze,Suspendu,17/12/2011,17/12/2026,176,573,600,3,Citadine,Professionnel,6,7300,0.99,0,0,Aucun,49,1
POL-2026-00498,Ndiaye,Céline,F,55,Employé,18300,Bordeaux,33006,Bronze,Résilié,05/09/2018,05/09/2026,95,421,600,3,SUV,Trajet travail,7,17000,0.8,0,0,Aucun,7,1
POL-2026-00499,Michel,David,H,43,Retraité,16200,Lyon,69001,Bronze,Actif,10/10/2021,10/10/2026,58,400,800,3,SUV,Privé,7,22400,0.61,1,586,< 6 mois,17,0
POL-2026-00500,Michel,Hugo,H,25,Cadre,33100,Lille,59004,Gold,Actif,08/04/2023,08/04/2027,40,578,200,8,Berline,Privé,7,24300,0.5,0,0,Aucun,0,0
